genres,id,popularity,poster_path,release_date,revenue,runtime,status,title,vote_average,vote_count
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",31174,4.561387,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,1995-12-29,0,104.0,Released,Richard III,6.9,50
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11443,9.87957,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,1995-10-06,0,119.0,Released,Dead Presidents,6.6,80
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",35196,10.979269,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,1995-12-29,0,117.0,Released,Restoration,6.3,30
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",9312,10.870138,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,1995-08-18,122195920,101.0,Released,Mortal Kombat,5.4,452
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",577,10.448481,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,1995-05-20,21284514,106.0,Released,To Die For,6.7,177
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11861,4.485958,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,1995-10-06,23574130,116.0,Released,How To Make An American Quilt,6.5,38
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",807,18.45743,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,1995-09-22,327311859,127.0,Released,Se7en,8.1,5915
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10530,13.280069,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,1995-06-14,346079773,81.0,Released,Pocahontas,6.7,1509
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8391,3.302524,/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,1995-05-05,0,96.0,Released,When Night Is Falling,5.9,10
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",629,16.302466,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,1995-07-19,23341568,106.0,Released,The Usual Suspects,8.1,3334
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",117164,0.595949,/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,1994-11-22,0,93.0,Released,Guardian Angel,6.3,3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11448,15.899134,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,1995-09-13,6700000,95.0,Released,Mighty Aphrodite,6.7,145
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",49133,1.361286,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,1994-01-01,0,116.0,Released,Lamerica,7.7,11
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",26441,5.982764,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,1995-09-29,0,100.0,Released,The Big Green,5.2,41
"[{'id': 18, 'name': 'Drama'}]",97406,4.093443,/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,1995-05-19,0,115.0,Released,Georgia,6.1,15
[],124057,0.307075,/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,1997-07-08,0,89.0,Released,Kids of the Round Table,3.0,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9089,8.416802,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,1995-11-02,17519169,103.0,Released,Home for the Holidays,6.3,39
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11010,10.168437,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,1994-09-22,0,108.0,Released,The Postman,7.6,181
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",99040,0.120789,/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,1995-09-29,0,100.0,Released,The Confessional,6.5,2
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",11359,10.673296,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,1995-07-14,0,96.0,Released,The Indian in the Cupboard,5.9,136
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17182,4.733526,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1996-01-12,0,101.0,Released,Eye for an Eye,5.8,65
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2054,7.137117,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,1995-12-29,106269971,137.0,Released,Mr. Holland's Opus,6.9,115
"[{'id': 35, 'name': 'Comedy'}]",10607,11.700115,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1996-01-12,0,89.0,Released,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19760,2.174487,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,1996-01-12,0,96.0,Released,Two If by Sea,4.5,14
"[{'id': 35, 'name': 'Comedy'}]",9536,6.387469,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,1996-01-12,0,88.0,Released,Bio-Dome,4.4,110
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11525,2.49535,/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,1996-01-12,2409225,92.0,Released,Lawnmower Man 2: Beyond Cyberspace,2.8,32
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",40628,4.046208,/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,1995-10-22,0,85.0,Released,Two Bits,5.4,11
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4482,2.518051,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,1995-02-08,0,95.0,Released,French Twist,6.0,43
"[{'id': 35, 'name': 'Comedy'}]",10634,14.56965,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,1995-04-26,28215918,91.0,Released,Friday,7.0,513
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",755,15.339153,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1996-01-19,25836616,108.0,Released,From Dusk Till Dawn,6.9,1644
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",11859,5.912223,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,1995-11-03,11534477,91.0,Released,Fair Game,4.1,54
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",28387,3.367276,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,1995-10-06,718490,96.0,Released,Kicking and Screaming,7.0,36
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",48750,1.479446,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,1995-03-22,0,175.0,Released,Les Miserables,6.6,8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20927,10.412194,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,1996-01-26,19030691,87.0,Released,Bed of Roses,5.1,27
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",36929,2.936443,/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,1996-01-26,2042530,90.0,Released,Big Bully,3.9,16
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",9102,12.758848,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,1995-09-08,5781885,108.0,Released,Screamers,6.1,154
"[{'id': 99, 'name': 'Documentary'}]",124626,0.133893,/tuIDKBp92R4tGFOB46MofvakfiY.jpg,1995-02-18,0,70.0,Released,Nico Icon,7.3,3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",27526,5.756462,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,1995-11-15,0,111.0,Released,The Crossing Guard,6.1,74
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9623,6.010579,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,1996-02-02,0,118.0,Released,The Juror,5.5,91
"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",46785,1.196256,/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg,1995-01-01,0,85.0,Released,The White Balloon,7.5,20
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",400,4.486179,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,1995-12-01,529766,116.0,Released,Things to Do in Denver When You're Dead,6.7,87
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",880,2.030174,/bIQp2SJrVXiQttv9hXeqliQox0K.jpg,1995-09-12,0,102.0,Released,Antonia's Line,7.2,26
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",146599,0.252287,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,1996-01-26,0,115.0,Released,Once Upon a Time... When We Were Colored,4.5,2
[],188588,0.531159,/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,1995-11-22,0,108.0,Released,Last Summer in the Hamptons,0.0,0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8447,2.15166,/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,1995-09-10,0,118.0,Released,Angels and Insects,6.3,17
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",10534,9.568604,/3a5nomeyzJF4gG26HouCtce99ki.jpg,1996-02-02,10300000,129.0,Released,White Squall,6.3,86
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",17414,4.814825,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,1996-01-12,0,88.0,Released,Dunston Checks In,5.1,59
"[{'id': 35, 'name': 'Comedy'}]",13997,8.963037,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,1996-02-01,32,87.0,Released,Black Sheep,6.0,124
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2086,6.848591,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,1995-11-22,8175346,90.0,Released,Nick of Time,6.1,190
"[{'id': 18, 'name': 'Drama'}]",61548,0.411424,/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,1995-09-14,0,91.0,Released,The Journey of August King,6.7,3
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",9095,12.866139,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,1996-02-23,12379402,104.0,Released,Mary Reilly,5.7,77
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",12158,9.071127,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,1995-10-26,19800000,100.0,Released,Vampire in Brooklyn,4.5,113
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9283,4.670562,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,1996-02-09,0,112.0,Released,Beautiful Girls,6.6,103
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9208,14.957626,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,1996-02-09,150270147,108.0,Released,Broken Arrow,5.7,459
"[{'id': 35, 'name': 'Comedy'}]",40154,0.513391,/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg,1995-12-01,0,99.0,Released,A Midwinter's Tale,7.5,6
"[{'id': 18, 'name': 'Drama'}]",406,12.108196,/jTzBED0leGPwWDqNewye11qzJgd.jpg,1995-05-31,0,98.0,Released,La Haine,7.9,695
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",45549,2.657647,/jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg,1994-12-06,0,105.0,Released,Shopping,5.6,13
"[{'id': 99, 'name': 'Documentary'}]",63076,0.638211,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,1995-12-27,0,106.0,Released,Heidi Fleiss: Hollywood Madam,6.8,4
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11062,4.807223,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,1996-02-16,0,111.0,Released,City Hall,6.0,67
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",13685,6.904831,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,1996-02-21,560069,91.0,Released,Bottle Rocket,6.8,285
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",47475,3.329264,/8oZW1loLEczN1BU60YobsJJFdSR.jpg,1996-02-16,0,96.0,Released,Mr. Wrong,3.3,16
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2045,2.464425,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,1996-02-23,0,106.0,Released,Unforgettable,5.3,22
"[{'id': 35, 'name': 'Comedy'}]",9614,9.592265,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,1996-02-16,41205099,92.0,Released,Happy Gilmore,6.5,767
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",688,5.951077,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,1995-05-28,182016617,135.0,Released,The Bridges of Madison County,7.3,397
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11907,1.015068,/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg,1994-11-07,0,104.0,Released,Nobody Loves Me,5.1,5
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",10874,6.902423,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,1996-02-16,34327391,100.0,Released,Muppet Treasure Island,6.5,93
"[{'id': 99, 'name': 'Documentary'}]",89333,0.976707,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,1995-12-08,0,95.0,Released,Catwalk,7.0,2
"[{'id': 80, 'name': 'Crime'}]",96357,0.001346,/tQ6HEWNxvbeF2WklTVEp3su446F.jpg,1995-05-20,0,110.0,Released,Headless Body in Topless Bar,0.0,0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",197,20.755149,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,1995-05-24,210000000,177.0,Released,Braveheart,7.7,3404
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",103,14.092713,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,1976-02-07,28262574,114.0,Released,Taxi Driver,8.1,2632
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",33542,12.314278,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,1995-01-30,32392047,91.0,Released,Rumble in the Bronx,6.5,245
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",43566,2.938293,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,1996-02-23,0,108.0,Released,Before and After,5.8,37
"[{'id': 18, 'name': 'Drama'}]",71754,0.372697,/l00ALsdVyRGmPIp5EWlEoplki0X.jpg,1995-09-13,0,114.0,Released,Margaret's Museum,7.5,2
"[{'id': 35, 'name': 'Comedy'}]",43612,1.254885,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,1995-01-31,0,106.0,Released,Happiness Is in the Field,7.0,23
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",51352,0.243986,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,1995-06-08,1,117.0,Released,Anne Frank Remembered,7.3,4
